DATE,SYMBOL,PRICE_USD,CEX_TRADING_VOLUME_24H_USD,CIRCULATING_TOKENS
12/23/2025,BNB,859.594652772,1273547376,137735065
12/23/2025,BTC,88705.66683214,40879125678,19965734
12/23/2025,ETH,3025.921592475,21051045760,120695004
12/23/2025,NEAR,1.521053883,176507960,1283183830
12/23/2025,SOL,126.581477215,3854947468,562415896
12/23/2025,XRP,1.903110786,2572368186,60572944636
12/23/2025,ZEC,435.725876322,619738956,16456231
12/22/2025,AAVE,161.831084211,421031858,15192651
12/22/2025,ADA,0.3685080149,529358097,36655966075
12/22/2025,BNB,860.315929745,847015587,137735110
12/22/2025,BTC,88664.39683427,24715809290,19965312
12/22/2025,ETH,3026.861909922,14135832256,120695010
12/22/2025,NEAR,1.518227401,137516769,1283102801
12/22/2025,SOL,126.507720711,2973613303,562296742
12/22/2025,XRP,1.926465474,2470397633,60572944636
12/22/2025,ZEC,448.207590479,573178089,16454583
12/21/2025,AAVE,178.832903917,160322739,15192540
12/21/2025,ADA,0.3723106396,315445090,36655966075
12/21/2025,BNB,853.871783135,701473110,137735153
12/21/2025,BTC,88332.763129156,16692071018,19964890
12/21/2025,ETH,2978.155589187,8389065208,120695016
12/21/2025,NEAR,1.519674622,92011574,1283021738
12/21/2025,SOL,125.877279118,1853546007,562294880
12/21/2025,XRP,1.937373626,1941889939,60572944636
12/21/2025,ZEC,449.558961784,521976466,16450872
12/20/2025,AAVE,181.276661963,281099889,15192509
12/20/2025,ADA,0.3756042601,595114204,36649060769
12/20/2025,BNB,853.778835044,5605444310,137735236
12/20/2025,BTC,87989.106838332,50963812682,19964425
12/20/2025,ETH,2974.144924264,28345303430,120695044
12/20/2025,NEAR,1.531450253,208478498,1282944074
12/20/2025,SOL,125.723322173,5517143781,562171352
12/20/2025,XRP,1.905528458,3662505461,60572944636
12/20/2025,ZEC,450.122762114,812571785,16450872
12/19/2025,AAVE,174.083362363,340766359,15192402
12/19/2025,ADA,0.3496442416,740106240,36649060769
12/19/2025,BNB,830.318437497,2797792042,137735284
12/19/2025,BTC,85527.574145018,58537846972,19963978
12/19/2025,ETH,2828.509966245,30361266436,120695044
12/19/2025,NEAR,1.429399902,275053010,1282839717
12/19/2025,SOL,118.258596061,6429018812,562170425
12/19/2025,XRP,1.790659129,3811065888,60490580859
12/19/2025,ZEC,388.433219504,801986279,16448097
12/18/2025,AAVE,178.804305941,324513203,15190447
12/18/2025,ADA,0.3665782375,664116945,36649060769
12/18/2025,BNB,844.521854065,2507028008,137735336
12/18/2025,BTC,86162.0843108,49312542235,19963521
12/18/2025,ETH,2833.307939187,28052111999,120695059
12/18/2025,NEAR,1.482677418,192489226,1282762102
12/18/2025,SOL,123.602799917,5969125172,562047326
12/18/2025,XRP,1.867897557,3396831429,60490580859
12/18/2025,ZEC,377.143479112,705922474,16446633
12/17/2025,AAVE,185.880612372,315889309,15190266
12/17/2025,ADA,0.3835265942,539067267,36649060769
12/17/2025,BNB,870.819534524,1848812366,137735391
12/17/2025,BTC,87531.084533854,47103871093,19963093
12/17/2025,ETH,2949.62336817,23278572967,120695077
12/17/2025,NEAR,1.557976695,239898204,1282683761
12/17/2025,SOL,128.910024089,4407302231,562190425
12/17/2025,XRP,1.924383303,2948125361,60490580859
12/17/2025,ZEC,400.692552906,707699963,16445625
12/16/2025,AAVE,190.143625666,438306693,15190192
12/16/2025,ADA,0.3845794941,685985744,36649060769
12/16/2025,BNB,852.551943252,1740358136,137735438
12/16/2025,BTC,85814.248222252,49986914249,19962618
12/16/2025,ETH,2942.43007125,29219755384,120695108
12/16/2025,NEAR,1.534718726,216186955,1282579391
12/16/2025,SOL,126.400609343,5799787253,562049582
12/16/2025,XRP,1.879816063,3388719693,60490580859
12/16/2025,ZEC,406.205700883,949063333,16443092
12/15/2025,AAVE,190.185739572,269563704,15189086
12/15/2025,ADA,0.3978867174,560481771,36642122601
12/15/2025,BNB,882.825746085,1078834865,137735490
12/15/2025,BTC,88517.136026868,34451682476,19962206
12/15/2025,ETH,3075.058747712,16927085039,120695108
12/15/2025,NEAR,1.598914242,155026976,1282497214
12/15/2025,SOL,130.132312227,2880526854,562050214
12/15/2025,XRP,1.983383383,1688737907,60491484708
12/15/2025,ZEC,405.236777084,691831383,16441841
12/14/2025,AAVE,197.611427876,245064015,15182712
12/14/2025,ADA,0.4099110416,351303674,36642122601
12/14/2025,BNB,896.78265539,932624164,137735533
12/14/2025,BTC,90336.434600985,36052429877,19961812
12/14/2025,ETH,3119.455022263,10510135851,120695127
12/14/2025,NEAR,1.66096828,109070943,1282419715
12/14/2025,SOL,133.30773184,2252595642,561900458
12/14/2025,XRP,2.025629699,1632537773,60331635327
12/14/2025,ZEC,442.68276874,815830757,16437214
12/13/2025,AAVE,193.603981889,376439468,15182679
12/13/2025,ADA,0.4101011017,708507095,36642122601
12/13/2025,BNB,881.38303369,1182971859,137735573
12/13/2025,BTC,90328.475389872,64996841654,19961346
12/13/2025,ETH,3087.141198073,24310192521,120695147
12/13/2025,NEAR,1.635821022,166589439,1282342215
12/13/2025,SOL,132.623370556,5675357959,561901083
12/13/2025,XRP,2.013616165,2600440751,60331635327
12/13/2025,ZEC,459.38679214,813781015,16437214
12/12/2025,AAVE,201.938267387,379360857,15164086
12/12/2025,ADA,0.4202026875,1223840326,36642122601
12/12/2025,BNB,881.665525324,1686884952,137735618
12/12/2025,BTC,91705.233076993,52814055272,19960912
12/12/2025,ETH,3197.510529046,30566816705,120695147
12/12/2025,NEAR,1.656138223,194492133,1282264908
12/12/2025,SOL,135.929186064,6539755057,561778199
12/12/2025,XRP,2.024000305,3787972518,60331635327
12/12/2025,ZEC,455.183095894,1240943108,16436180
12/11/2025,AAVE,193.797868308,433199949,15164073
12/11/2025,ADA,0.4450185764,1068981228,36642122601
12/11/2025,BNB,883.34349655,1809487673,137735677
12/11/2025,BTC,91376.34589047,52819711260,19960412
12/11/2025,ETH,3278.020666606,32228118983,120695176
12/11/2025,NEAR,1.71527163,211380076,1282159308
12/11/2025,SOL,133.874216244,6657427640,561778928
12/11/2025,XRP,2.028447107,3846672411,60331635327
12/11/2025,ZEC,394.447413254,796594897,16434130
12/10/2025,AAVE,200.682982504,480234488,15162283
12/10/2025,ADA,0.4648996116,1415132913,36635198913
12/10/2025,BNB,892.071522388,1985653331,137735749
12/10/2025,BTC,92144.784137058,55626368376,19959900
12/10/2025,ETH,3308.08613346,33464605883,120695213
12/10/2025,NEAR,1.802248911,218743161,1282079294
12/10/2025,SOL,137.462656961,6558005613,561460828
12/10/2025,XRP,2.091537159,3659392908,60331635327
12/10/2025,ZEC,437.134460506,1209962428,16432503
12/09/2025,AAVE,190.843026219,364703859,15162248
12/09/2025,ADA,0.4322704341,595150067,36635198913
12/09/2025,BNB,896.244740708,1458305260,137735815
12/09/2025,BTC,90397.033371159,44569441580,19959537
12/09/2025,ETH,3119.146545176,25319443337,120695272
12/09/2025,NEAR,1.734058257,178636719,1281998909
12/09/2025,SOL,132.987024227,5249570746,561461563
12/09/2025,XRP,2.071567673,2880206858,60331635327
12/09/2025,ZEC,414.291623988,1342778068,16431305
12/08/2025,AAVE,188.514954701,309976635,15162211
12/08/2025,ADA,0.4160089946,625634544,36635198913
12/08/2025,BNB,896.34318893,1435703395,137735884
12/08/2025,BTC,90347.24067276,35507534437,19959056
12/08/2025,ETH,3063.891422286,21365267276,120695408
12/08/2025,NEAR,1.693120702,181911151,1281920938
12/08/2025,SOL,131.70254604,4386429775,561338226
12/08/2025,XRP,2.045239361,2871345818,60331635327
12/08/2025,ZEC,344.754604537,719279928,16423172
12/07/2025,AAVE,188.440954686,143866990,15162149
12/07/2025,ADA,0.4159942498,354261503,36635198913
12/07/2025,BNB,893.573809916,996081764,137735956
12/07/2025,BTC,89497.185254025,24571366225,19958562
12/07/2025,ETH,3046.157075886,10979780498,120695408
12/07/2025,NEAR,1.721065648,160130451,1281816409
12/07/2025,SOL,132.445040519,2351663722,560632295
12/07/2025,XRP,2.038133338,1681261101,60331635327
12/07/2025,ZEC,336.646550587,756798952,16423172
12/06/2025,AAVE,183.263458917,198270060,15162128
12/06/2025,ADA,0.4153489531,658781447,36635198913
12/06/2025,BNB,885.442900608,1501583025,137736013
12/06/2025,BTC,89407.053119799,50376889346,19958050
12/06/2025,ETH,3025.941108904,27809371594,120695422
12/06/2025,NEAR,1.682860348,203958085,1281738657
12/06/2025,SOL,133.424893296,5018326763,559895862
12/06/2025,XRP,2.033017628,3361107904,60331635327
12/06/2025,ZEC,358.954570888,1159172700,16423172
12/05/2025,AAVE,190.78561142,197403777,15161223
12/05/2025,ADA,0.4408797404,778265148,36623760644
12/05/2025,BNB,902.574396155,1587762190,137736064
12/05/2025,BTC,92304.824357441,66303175459,19957684
12/05/2025,ETH,3146.82312415,26649985208,120695422
12/05/2025,NEAR,1.800545671,202004102,1281661449
12/05/2025,SOL,139.302537442,4700009446,559896599
12/05/2025,XRP,2.105506994,3260299104,60331635327
12/05/2025,ZEC,386.062476798,997075243,16423172
12/04/2025,AAVE,197.125284164,297025368,15161146
12/04/2025,ADA,0.4509078243,1110807183,36623760644
12/04/2025,BNB,922.217769232,2133347981,137736122
12/04/2025,BTC,93026.864349494,80621533727,19957271
12/04/2025,ETH,3197.058176426,31175323257,120695439
12/04/2025,NEAR,1.846646794,238230437,1281582236
12/04/2025,SOL,145.026579695,6407638778,559773546
12/04/2025,XRP,2.196598673,3832308394,60331635327
12/04/2025,ZEC,344.462951575,1565926099,16421628
12/03/2025,AAVE,191.336487437,310302203,15161065
12/03/2025,ADA,0.4343605156,818449259,36623760644
12/03/2025,BNB,878.935691959,2005809642,137736193
12/03/2025,BTC,91662.331367391,83595390780,19956856
12/03/2025,ETH,3004.399264796,27340528255,120695463
12/03/2025,NEAR,1.794929464,264129924,1281496773
12/03/2025,SOL,138.297493749,6994073599,559776174
12/03/2025,XRP,2.153574176,4391912578,60331635327
12/03/2025,ZEC,306.450157046,1302962363,16420563
12/02/2025,AAVE,171.390303398,302591169,15160936
12/02/2025,ADA,0.386634292,1088121925,36623760644
12/02/2025,BNB,826.254134992,2244795048,137736238
12/02/2025,BTC,86505.872484987,85972371701,19956456
12/02/2025,ETH,2795.119269382,33716273297,120695503
12/02/2025,NEAR,1.628978521,224674242,1281418139
12/02/2025,SOL,127.334449229,6149344713,559652710
12/02/2025,XRP,2.021201043,4704702758,60331635327
12/02/2025,ZEC,349.176113941,1513580758,16418031
12/01/2025,AAVE,169.444486654,256721566,15160681
12/01/2025,ADA,0.3902654614,668749744,36623760644
12/01/2025,BNB,836.26621748,1333257964,137736289
12/01/2025,BTC,87054.175028874,47852498257,19956043
12/01/2025,ETH,2841.102268364,15323269794,120695512
12/01/2025,NEAR,1.704510407,141604555,1281314646
12/01/2025,SOL,127.826841441,4332427416,559654419
12/01/2025,XRP,2.063525321,2527249146,60331635327
12/01/2025,ZEC,392.250344198,761175900,16415925
11/30/2025,AAVE,182.328363846,141171159,15160264
11/30/2025,ADA,0.4145473837,367143574,36616634895
11/30/2025,BNB,875.456749777,850670366,137736341
11/30/2025,BTC,90897.386421719,38878671640,19955528
11/30/2025,ETH,2997.360823557,12453713476,120695521
11/30/2025,NEAR,1.851667922,99778486,1281237619
11/30/2025,SOL,135.962436084,2730014998,559529871
11/30/2025,XRP,2.200324987,1974274454,60331635327
11/30/2025,ZEC,462.503615816,563113366,16408163
11/29/2025,AAVE,185.691554586,196942663,15156764
11/29/2025,ADA,0.4197958326,575245525,36616634895
11/29/2025,BNB,886.267415794,1519373477,137736383
11/29/2025,BTC,90915.070512352,62614785755,19955087
11/29/2025,ETH,3037.62171982,20016064353,120695537
11/29/2025,NEAR,1.875460649,155191492,1281160661
11/29/2025,SOL,137.593799875,5351325524,559530734
11/29/2025,XRP,2.181335047,4191695753,60331635327
11/29/2025,ZEC,459.43178334,861383740,16408163
11/28/2025,AAVE,184.823404858,231595425,15156596
11/28/2025,ADA,0.4303946865,458511500,36616634895
11/28/2025,BNB,898.923796963,1291977769,137736424
11/28/2025,BTC,91211.516175651,58015153080,19954631
11/28/2025,ETH,3013.660684244,14648599756,120695549
11/28/2025,NEAR,1.909063615,134282618,1281056968
11/28/2025,SOL,140.891127363,3756148285,559407266
11/28/2025,XRP,2.191966556,2770438269,60331635327
11/28/2025,ZEC,487.484031729,850123152,16408163
11/27/2025,AAVE,185.776553461,256420934,15156429
11/27/2025,ADA,0.4364748746,745396671,36616634895
11/27/2025,BNB,893.098025984,1565525807,137736475
11/27/2025,BTC,90475.473156811,70367228050,19954181
11/27/2025,ETH,3033.807410628,20932197964,120695566
11/27/2025,NEAR,1.926101563,170308622,1280978895
11/27/2025,SOL,142.924442622,6028645344,559385250
11/27/2025,XRP,2.221582375,3877088504,60331635327
11/27/2025,ZEC,528.561809888,971398766,16408163
11/26/2025,AAVE,179.168554313,271045229,15157145
11/26/2025,ADA,0.4228232554,789899260,36616634895
11/26/2025,BNB,863.210866223,1484813924,137736527
11/26/2025,BTC,87485.482962408,67611364315,19953446
11/26/2025,ETH,2951.42633043,23156128389,120695601
11/26/2025,NEAR,1.913780114,253796025,1280901535
11/26/2025,SOL,139.059532232,4743768911,559261766
11/26/2025,XRP,2.193645177,4714409985,60256871588
11/26/2025,ZEC,517.425081937,1261832915,16406481
11/25/2025,AAVE,178.843976583,348246063,15158900
11/25/2025,ADA,0.4279800484,950494696,36609556044
11/25/2025,BNB,863.65917271,2042408735,137736573
11/25/2025,BTC,88004.26248405,76168336774,19953284
11/25/2025,ETH,2937.748448865,32227544952,120695640
11/25/2025,NEAR,1.925249405,365297078,1280823495
11/25/2025,SOL,138.392492876,6336837507,559138351
11/25/2025,XRP,2.257764826,6625812959,60256871588
11/25/2025,ZEC,524.481903291,1273010894,16405619
11/24/2025,AAVE,166.353497014,271603717,15159413
11/24/2025,ADA,0.4086118943,789934952,36609556044
11/24/2025,BNB,836.494107896,1302000669,137736615
11/24/2025,BTC,86593.540537301,62625616719,19952637
11/24/2025,ETH,2784.619138171,20598554698,120695640
11/24/2025,NEAR,1.827505479,233822649,1280719014
11/24/2025,SOL,130.938542103,4183665452,559139031
11/24/2025,XRP,2.048083245,4166202898,60256871588
11/24/2025,ZEC,576.514975902,1477697666,16401752
11/23/2025,AAVE,160.742195037,253367668,15160385
11/23/2025,ADA,0.4031092018,689647345,36609556044
11/23/2025,BNB,835.396762442,1558747427,137736652
11/23/2025,BTC,84953.88902013,41809689183,19952418
11/23/2025,ETH,2772.553703179,15016314302,120695669
11/23/2025,NEAR,1.848563827,246366583,1280641814
11/23/2025,SOL,127.94538005,3558567511,559015219
11/23/2025,XRP,1.958010318,2967273865,60256871588
11/23/2025,ZEC,516.650876195,2435866662,16401752
11/22/2025,AAVE,158.629023935,425106628,15161385
11/22/2025,ADA,0.4077688168,1939652096,36609556044
11/22/2025,BNB,835.019567066,4374478534,137736693
11/22/2025,BTC,84674.52880092,133290956014,19950600
11/22/2025,ETH,2764.006378762,49314226037,120695864
11/22/2025,NEAR,1.858371262,514736761,1280564503
11/22/2025,SOL,128.442416191,10302686299,559015903
11/22/2025,XRP,1.942723836,8759687182,60256871588
11/22/2025,ZEC,525.654388686,2411419717,16400845
11/21/2025,AAVE,166.271542361,364563795,15162607
11/21/2025,ADA,0.435926908,932099814,36609556044
11/21/2025,BNB,868.117170636,2485717443,137736746
11/21/2025,BTC,87200.184668163,99911522004,19950600
11/21/2025,ETH,2858.774938739,41249442460,120695864
11/21/2025,NEAR,2.06232184,487477902,1280487163
11/21/2025,SOL,134.136092946,8733513489,558892435
11/21/2025,XRP,2.014240215,6601757151,60256871588
11/21/2025,ZEC,670.458649775,2221388725,16398455
11/20/2025,AAVE,173.613784287,330469847,15163164
11/20/2025,ADA,0.46277291,1182724547,36609556044
11/20/2025,BNB,899.733500558,2378738057,137736799
11/20/2025,BTC,91801.725333048,81678193436,19950600
11/20/2025,ETH,3017.405665088,38494054884,120696080
11/20/2025,NEAR,2.343267485,511950895,1280383777
11/20/2025,SOL,137.347352999,6197015519,554393149
11/20/2025,XRP,2.109509628,6087185198,60179002978
11/20/2025,ZEC,675.128906709,2203761016,16383381
11/19/2025,AAVE,177.805715603,358755642,15163343
11/19/2025,ADA,0.4731388364,1232056232,36602416496
11/19/2025,BNB,930.533840875,2953067078,137736847
11/19/2025,BTC,92334.752228998,102354662616,19950440
11/19/2025,ETH,3097.708236393,39833126441,120696138
11/19/2025,NEAR,2.284534252,504864867,1280305558
11/19/2025,SOL,141.174227689,7641529572,554270827
11/19/2025,XRP,2.207135867,5520640940,60179002978
11/19/2025,ZEC,608.307755692,2328429988,16383381
11/18/2025,AAVE,168.68748436,375141766,15163198
11/18/2025,ADA,0.4648384544,1293336481,36602416496
11/18/2025,BNB,913.793562129,2875574425,137736894
11/18/2025,BTC,92046.411334988,96308403146,19950215
11/18/2025,ETH,3029.189462535,39967345622,120696215
11/18/2025,NEAR,2.269964658,461639200,1280228299
11/18/2025,SOL,131.056282632,7499621203,554313759
11/18/2025,XRP,2.149219588,5914519937,60179002978
11/18/2025,ZEC,609.338958127,2284689970,16383381
11/17/2025,AAVE,174.482443829,330193256,15164210
11/17/2025,ADA,0.4907844243,1247789474,36602416496
11/17/2025,BNB,935.191203764,2057178843,137736945
11/17/2025,BTC,95246.400792272,75860396717,19948812
11/17/2025,ETH,3134.109187288,31721600389,120696239
11/17/2025,NEAR,2.313490436,524149716,1280150048
11/17/2025,SOL,139.081222856,5114593845,554191240
11/17/2025,XRP,2.23689037,4213570753,60179002978
11/17/2025,ZEC,706.192196496,4084240731,16383381
11/16/2025,AAVE,177.633622405,223795326,15165308
11/16/2025,ADA,0.5008283956,873689283,36602416496
11/16/2025,BNB,927.948516219,1286335644,137736992
11/16/2025,BTC,95191.861308862,53097249609,19948812
11/16/2025,ETH,3144.129178417,18766754657,120696252
11/16/2025,NEAR,2.388551924,426642792,1280044579
11/16/2025,SOL,139.285582397,3460968191,554183164
11/16/2025,XRP,2.218195182,2854669553,60179002978
11/16/2025,ZEC,664.133545756,3066463149,16383381
11/15/2025,AAVE,175.487198008,681012374,15166256
11/15/2025,ADA,0.5026763471,1385358998,36602416496
11/15/2025,BNB,921.850902854,2753533846,137737036
11/15/2025,BTC,95059.93834719,111308004812,19948812
11/15/2025,ETH,3138.243616364,42862121700,120696252
11/15/2025,NEAR,2.378929418,393043922,1279966738
11/15/2025,SOL,140.658151386,8435041545,554060658
11/15/2025,XRP,2.264558677,6589261956,60179002978
11/15/2025,ZEC,645.123682301,2388601113,16383381
11/14/2025,AAVE,197.675259982,432537185,15166937
11/14/2025,ADA,0.5249335375,1233859686,36595373755
11/14/2025,BNB,920.513063183,2256360021,137737091
11/14/2025,BTC,98868.919510275,103903843345,19948450
11/14/2025,ETH,3194.668023323,48533746055,120696353
11/14/2025,NEAR,2.421758838,328557753,1279888737
11/14/2025,SOL,143.152925339,7397393222,554029395
11/14/2025,XRP,2.294981566,7168701696,60107199237
11/14/2025,ZEC,511.637154563,1596858287,16383381
11/13/2025,AAVE,205.579366974,410287567,15167232
11/13/2025,ADA,0.5484291484,961731315,36595373755
11/13/2025,BNB,953.025955995,1531813480,137737150
11/13/2025,BTC,101840.692527717,65229428666,19947993
11/13/2025,ETH,3411.498451245,32211377445,120696490
11/13/2025,NEAR,2.52941016,357788917,1279811544
11/13/2025,SOL,153.022000659,5893313398,553906604
11/13/2025,XRP,2.390991665,4543943229,60107199237
11/13/2025,ZEC,516.231840236,2208261526,16383381
11/12/2025,AAVE,207.744006022,419756435,15269093
11/12/2025,ADA,0.5547284015,1031264173,36595373755
11/12/2025,BNB,956.164425512,1875213204,137737201
11/12/2025,BTC,102825.336579506,70157399666,19947556
11/12/2025,ETH,3416.878211264,35948486779,120696490
11/12/2025,NEAR,2.550385796,488585644,1279706875
11/12/2025,SOL,153.926334122,6238172020,553907333
11/12/2025,XRP,2.38673195,4096769806,60107199237
11/12/2025,ZEC,429.64676169,2398290055,16382905
11/11/2025,AAVE,227.826205544,535715349,15268520
11/11/2025,ADA,0.5923486946,1071619029,36595373755
11/11/2025,BNB,993.23250879,1856714875,137737261
11/11/2025,BTC,106087.688199244,65619589577,19946887
11/11/2025,ETH,3585.107683341,30099578398,120696534
11/11/2025,NEAR,2.761880487,782130036,1279628695
11/11/2025,SOL,167.244465555,5339786984,553784485
11/11/2025,XRP,2.538950466,6055415367,60107199237
11/11/2025,ZEC,523.22943676,4149802491,16380505
11/10/2025,AAVE,216.695851304,307668810,15266509
11/10/2025,ADA,0.5888526791,960074999,36588259707
11/10/2025,BNB,1014.499163652,1857891817,137737315
11/10/2025,BTC,106336.826629944,64051479408,19946503
11/10/2025,ETH,3638.635174607,27743427146,120696610
11/10/2025,NEAR,2.994028484,1097644418,1279550487
11/10/2025,SOL,167.739342724,4921058746,553591359
11/10/2025,XRP,2.420385788,3259572350,60107199237
11/10/2025,ZEC,647.396531097,2359389218,16379264
11/09/2025,AAVE,200.91538997,563592783,15266507
11/09/2025,ADA,0.5607707662,1028048648,36588259707
11/09/2025,BNB,989.389672026,1892133514,137737367
11/09/2025,BTC,101768.1532865,50165546043,19946206
11/09/2025,ETH,3384.211738452,19740285200,120696633
11/09/2025,NEAR,3.005758005,1365277840,1279472271
11/09/2025,SOL,156.79743591,3662498799,553468605
11/09/2025,XRP,2.273893112,2793093935,60107199237
11/09/2025,ZEC,577.87585634,3793429289,16377035
11/08/2025,AAVE,206.53078914,436430562,15262535
11/08/2025,ADA,0.57530937,1533395318,36588259707
11/08/2025,BNB,980.08920494,2729229018,137737419
11/08/2025,BTC,102625.172311731,93119889032,19945825
11/08/2025,ETH,3421.027206513,39411830029,120696817
11/08/2025,NEAR,2.651240044,1670239993,1279367658
11/08/2025,SOL,161.07485523,6600007595,553469253
11/08/2025,XRP,2.302619582,5660769377,60107199237
11/08/2025,ZEC,636.441815245,4324246440,16375280
11/07/2025,AAVE,199.29583036,310983939,15262360
11/07/2025,ADA,0.537941838,1068124570,36588259707
11/07/2025,BNB,952.303830839,1983860558,137737495
11/07/2025,BTC,101420.518117277,64817699825,19945368
11/07/2025,ETH,3320.577592018,34358442126,120697167
11/07/2025,NEAR,2.144619917,480453448,1279288927
11/07/2025,SOL,156.66105576,5579844725,553346424
11/07/2025,XRP,2.219250189,5370813968,60107199237
11/07/2025,ZEC,551.513630432,1721415463,16373567
11/06/2025,AAVE,201.612683584,408391240,15262241
11/06/2025,ADA,0.5416407664,1305348754,36588259707
11/06/2025,BNB,954.349123447,2926799937,137737574
11/06/2025,BTC,103603.02994988,78769803163,19944128
11/06/2025,ETH,3403.268194283,41303615266,120697275
11/06/2025,NEAR,1.945764492,257593910,1279211775
11/06/2025,SOL,161.305828642,7207449409,552739902
11/06/2025,XRP,2.344266918,6216943416,60107199237
11/06/2025,ZEC,480.737264065,1567349676,16371792
11/05/2025,AAVE,186.297301612,482592630,15262240
11/05/2025,ADA,0.5148617782,2017796172,36581028962
11/05/2025,BNB,929.309786025,5057020330,137737633
11/05/2025,BTC,100565.859894096,112225817639,19944128
11/05/2025,ETH,3239.408575847,71175741921,120697711
11/05/2025,NEAR,1.806595094,365696349,1279134131
11/05/2025,SOL,153.286529564,11483232430,552617046
11/05/2025,XRP,2.176274898,9077858741,60107199237
11/05/2025,ZEC,436.853042324,2490582067,16370038
11/04/2025,AAVE,201.189209393,407361809,15262053
11/04/2025,ADA,0.5552279685,1478939356,36581028962
11/04/2025,BNB,992.695915827,3960980036,137737713
11/04/2025,BTC,106516.386829246,76373343211,19944103
11/04/2025,ETH,3617.998323961,48164410105,120697887
11/04/2025,NEAR,1.921841629,307809232,1279030565
11/04/2025,SOL,166.48068222,9791302890,552617789
11/04/2025,XRP,2.334749436,6133208196,60107199237
11/04/2025,ZEC,426.104590969,1084044064,16368161
11/03/2025,AAVE,229.74339092,319426050,15261941
11/03/2025,ADA,0.6022394851,757347394,36581028962
11/03/2025,BNB,1077.156061505,1013640464,137737808
11/03/2025,BTC,109626.724450014,36360302520,19943668
11/03/2025,ETH,3860.450205333,17164166808,120697887
11/03/2025,NEAR,2.176061747,182111365,1278952569
11/03/2025,SOL,186.83673827,3439640457,552494510
11/03/2025,XRP,2.501836704,2303196087,60107199237
11/03/2025,ZEC,410.78504042,929629773,16364099
11/02/2025,AAVE,222.378334585,188460772,15261821
11/02/2025,ADA,0.6100104873,470688875,36581028962
11/02/2025,BNB,1092.008487314,1025740589,137737873
11/02/2025,BTC,109933.939670118,24976759158,19943168
11/02/2025,ETH,3865.006910132,12141975308,120697920
11/02/2025,NEAR,2.1648633,178202780,1278875478
11/02/2025,SOL,185.090188329,2658547766,552495218
11/02/2025,XRP,2.500721344,1617040589,60107199237
11/02/2025,ZEC,408.506282666,1163204478,16364099
11/01/2025,AAVE,227.216522461,337065427,15261638
11/01/2025,ADA,0.6079243883,805309633,36581028962
11/01/2025,BNB,1092.987234402,3100397810,137737928
11/01/2025,BTC,109678.859975509,56680119979,19942743
11/01/2025,ETH,3845.825862842,32164095308,120697956
11/01/2025,NEAR,2.103541306,172327123,1278798387
11/01/2025,SOL,186.978958327,5638160394,552371972
11/01/2025,XRP,2.499060617,4188608508,60107199237
11/01/2025,ZEC,408.497517464,1479887000,16362861
10/31/2025,AAVE,216.922001475,311582574,15259773
10/31/2025,ADA,0.6079155388,1456453811,36574007274
10/31/2025,BNB,1081.265562694,3099745546,137738014
10/31/2025,BTC,109283.865298696,73312219398,19942003
10/31/2025,ETH,3830.897512462,37296087010,120698040
10/31/2025,NEAR,2.115341632,200056934,1278694528
10/31/2025,SOL,185.626659579,8594627827,549823005
10/31/2025,XRP,2.457573642,5566985634,60017279517
10/31/2025,ZEC,348.64888813,1032018049,16359231
10/30/2025,AAVE,229.256310835,308805662,15259593
10/30/2025,ADA,0.6437423583,1300122604,36574007274
10/30/2025,BNB,1116.004130294,3084008015,137738106
10/30/2025,BTC,110493.036665564,63929005397,19941793
10/30/2025,ETH,3919.202083373,34107211043,120698095
10/30/2025,NEAR,2.298589482,187241832,1278613406
10/30/2025,SOL,194.404439952,8210740387,549700104
10/30/2025,XRP,2.560973653,4760368173,60017279517
10/30/2025,ZEC,357.021371932,808100655,16359231
10/29/2025,AAVE,228.821364523,296224262,15259427
10/29/2025,ADA,0.6437179293,1806559497,36574007274
10/29/2025,BNB,1101.532757077,3123431225,137738198
10/29/2025,BTC,112487.995805097,67267604726,19941415
10/29/2025,ETH,3973.049532565,35968964349,120698095
10/29/2025,NEAR,2.229461846,210178927,1278476028
10/29/2025,SOL,193.887336025,8007165055,549700821
10/29/2025,XRP,2.610772452,5319288431,60017279517
10/29/2025,ZEC,315.273751466,702052841,16357708
10/28/2025,AAVE,235.627867547,287712772,15259229
10/28/2025,ADA,0.6668289232,853220019,36574007274
10/28/2025,BNB,1140.363987195,3191391412,137738292
10/28/2025,BTC,114007.460904152,62178013644,19940893
10/28/2025,ETH,4119.348549279,35912096304,120698232
10/28/2025,NEAR,2.332922534,187391358,1278319615
10/28/2025,SOL,199.856504703,6522430794,549578023
10/28/2025,XRP,2.640656261,4492275452,60017279517
10/28/2025,ZEC,333.963133287,891009976,16355591
10/27/2025,AAVE,241.794742941,256781470,15258134
10/27/2025,ADA,0.6847720818,1040366619,36574007274
10/27/2025,BNB,1138.84753118,1706242079,139179709
10/27/2025,BTC,114736.971914356,44849042213,19940434
10/27/2025,ETH,4169.939810019,27104575525,120698251
10/27/2025,NEAR,2.379084445,156881439,1278163074
10/27/2025,SOL,203.114443573,5149380016,549578728
10/27/2025,XRP,2.64863536,3423056955,60017279517
10/27/2025,ZEC,352.175066912,1490989127,16354191
10/26/2025,AAVE,226.123865124,173689960,15258043
10/26/2025,ADA,0.6549839504,695741325,36566787550
